"STATISTIC","Statistic Label","TLIST(A1)","Year","C02199V02655","Sex","C02945V03560","ICD 10 Diagnostic Group","UNIT","VALUE"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","%","31.8"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","06","Depressive disorders","%","15.1"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","07","Mania","%","7.7"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","08","Neuroses","%","3.5"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","10","Personality and behavioural disorders","%","3.2"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","11","Alcoholic disorders","%","3.1"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","13","Other drug disorders","%","1.7"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","15","Eating disorders","%","0.5"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","16","Intellectual disability","%","5.3"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","17","Development disorders","%","0.4"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","%","0.1"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","19","Other and unspecified","%","14.8"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","-","Both sexes","21","All disorders","%","100"
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","1","Male","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2015","2015","2","Female","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","02","Organic mental disorders","%","12.34"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","%","33.93"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","06","Depressive disorders","%","15.19"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","07","Mania","%","8.56"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","08","Neuroses","%","3.64"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","10","Personality and behavioural disorders","%","3.25"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","11","Alcoholic disorders","%","2.68"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","13","Other drug disorders","%","1.62"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","15","Eating disorders","%","0.97"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","16","Intellectual disability","%","5.36"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","17","Development disorders","%","0.44"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","%","0.04"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","19","Other and unspecified","%","11.98"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","-","Both sexes","21","All disorders","%","100"
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","1","Male","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2016","2016","2","Female","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","02","Organic mental disorders","%","11.75"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","%","33.05"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","06","Depressive disorders","%","13.34"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","07","Mania","%","8.18"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","08","Neuroses","%","3.14"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","10","Personality and behavioural disorders","%","3.79"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","11","Alcoholic disorders","%","3.57"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","13","Other drug disorders","%","1.51"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","15","Eating disorders","%","0.52"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","16","Intellectual disability","%","5.16"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","17","Development disorders","%","0.47"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","%","0.04"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","19","Other and unspecified","%","15.49"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","-","Both sexes","21","All disorders","%","100"
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","1","Male","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2017","2017","2","Female","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","02","Organic mental disorders","%","10.91"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","%","33.66"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","06","Depressive disorders","%","14.35"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","07","Mania","%","6.92"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","08","Neuroses","%","3.95"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","10","Personality and behavioural disorders","%","3.44"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","11","Alcoholic disorders","%","3.14"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","13","Other drug disorders","%","1.91"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","15","Eating disorders","%","0.85"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","16","Intellectual disability","%","4.54"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","17","Development disorders","%","0.51"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","%","0"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","19","Other and unspecified","%","15.83"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","-","Both sexes","21","All disorders","%","100"
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","1","Male","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","10","Personality and behavioural disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","11","Alcoholic disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","13","Other drug disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","15","Eating disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","16","Intellectual disability","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","17","Development disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","18","Behavioural, emotional disorders of childhood and adolescence","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","19","Other and unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2018","2018","2","Female","21","All disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","02","Organic mental disorders","%","9.05"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","04","Schizophrenia, schizotypal and delusional disorders","%","37.08"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","06","Depressive disorders","%","13.92"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","07","Mania","%","7.83"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","08","Neuroses","%","4.73"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","10","Personality and behavioural disorders","%","3.96"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","11","Alcoholic disorders","%","3"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","12","Drug dependence","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","13","Other drug disorders","%","2.05"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","14","Mental handicap","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","15","Eating disorders","%","0.68"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","16","Intellectual disability","%","4.28"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","17","Development disorders","%","0.5"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","18","Behavioural, emotional disorders of childhood and adolescence","%","0.05"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","19","Other and unspecified","%","12.88"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","20","Unspecified","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","-","Both sexes","21","All disorders","%","100"
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","01","Organic category","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","02","Organic mental disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","03","Schizophrenia","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","04","Schizophrenia, schizotypal and delusional disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","05","Other psychoses","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","06","Depressive disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","07","Mania","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","08","Neuroses","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","09","Personality disorders","%",""
"HRA71C03","Psychiatric In-patients (%)","2019","2019","1","Male","10","Personality and behavioural disorders","%",""
